4;size=4;	763	321	85.670	38	446	763	111467	111782	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	121006	121321	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	125410	125725	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	134606	134921	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	146142	145827	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	155688	155373	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	165235	164920	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	176870	176555	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	186416	186101	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	192997	192682	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	202533	202218	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	212063	211748	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	219099	219414	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	228640	228955	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	240413	240728	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	249916	250231	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	259444	259759	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	263646	263961	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	273196	273511	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	282746	283061	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	293782	294097	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	317370	317685	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	326913	327228	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	336654	336969	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	346182	346497	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	355710	356025	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	365451	365766	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	374997	375312	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	384541	384856	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	393486	393801	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	403022	403337	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	409507	409192	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	419051	418736	8	2.67e-85	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	323	85.139	38	446	763	56231	56548	10	1.61e-82	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	323	85.139	38	446	763	65766	66083	10	1.61e-82	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	303	84.818	38	446	745	238182	238479	8	2.71e-75	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	218	90.826	17	548	763	428484	428268	3	1.63e-72	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	333	82.883	37	446	763	303329	303656	20	2.73e-70	128191	gi|2639524613|emb|OY987286.1|
4;size=4;	763	321	85.670	38	446	763	3203	3518	8	2.67e-85	231106	gi|2238732705|gb|MW528207.1|
4;size=4;	763	321	85.670	38	446	763	3202	3517	8	2.67e-85	231106	gi|2238732704|gb|MW528206.1|
4;size=4;	763	321	85.670	38	446	763	3194	3509	8	2.67e-85	231106	gi|2238732689|gb|MW528204.1|
4;size=4;	763	315	86.032	37	449	763	1362	1669	7	2.67e-85	175245	gi|2159201178|emb|OU938913.1|
4;size=4;	763	321	85.670	38	446	763	583	898	8	2.67e-85	128216	gi|9789215|gb|AF197082.1|
4;size=4;	763	321	85.670	38	446	763	590	905	8	2.67e-85	81808	gi|8099442|gb|AF226034.1|
4;size=4;	763	311	86.174	36	453	763	2819	3122	7	9.61e-85	195849	gi|2249528612|gb|ON685433.1|
4;size=4;	763	311	86.174	36	453	763	2777	3080	7	9.61e-85	195849	gi|2193953348|gb|OM670239.1|
4;size=4;	763	338	84.615	44	429	763	550	882	8	9.61e-85	1312525	gi|486172157|gb|JX241506.1|
5;size=16;	580	608	85.197	56	1	580	1534	2135	34	2.31e-164	175245	gi|2159203115|emb|OU941543.1|
5;size=16;	580	608	84.868	58	1	580	1537	2138	34	5.00e-161	175245	gi|2159202087|emb|OU940294.1|
5;size=16;	580	604	84.768	62	1	580	1641	2238	30	6.47e-160	175245	gi|2159202567|emb|OU940995.1|
5;size=16;	580	605	84.793	60	1	580	1479	2076	32	6.47e-160	175245	gi|2159200741|emb|OU939357.1|
5;size=16;	580	610	84.590	58	1	580	1543	2146	36	3.01e-158	175245	gi|2159203142|emb|OU941570.1|
5;size=16;	580	587	84.157	61	1	580	1162	1723	32	3.05e-148	175245	gi|2159201065|emb|OU940082.1|
5;size=16;	580	586	83.788	66	1	580	1129	1691	29	6.61e-145	175245	gi|2159203711|emb|OU942113.1|
5;size=16;	580	588	83.844	59	1	580	1141	1700	36	2.38e-144	175245	gi|2159201256|emb|OU938991.1|
5;size=16;	580	588	83.673	62	1	580	1145	1706	34	3.07e-143	175245	gi|2159200893|emb|OU939509.1|
5;size=16;	580	588	83.673	63	1	580	335	897	33	3.07e-143	137423	gi|225216793|gb|FJ176708.1|
6;size=4;	721	305	85.246	37	421	721	585	885	8	4.24e-78	545260	gi|157411056|gb|EF990227.1|
6;size=4;	721	304	84.868	43	421	721	579	882	3	5.48e-77	2661694	gi|157411054|gb|EF990225.1|
6;size=4;	721	308	84.740	40	416	721	792	1094	7	1.97e-76	38271	gi|1812772010|gb|MT117929.1|
6;size=4;	721	308	84.740	40	416	721	746	1048	7	1.97e-76	38271	gi|29124858|gb|AY216931.1|
6;size=4;	721	307	84.691	39	421	721	510	814	8	7.09e-76	74475	gi|31377460|gb|AY157699.1|
6;size=4;	721	304	84.539	44	421	721	413	716	3	2.55e-75	112059	gi|157411050|gb|EF990221.1|
6;size=4;	721	306	84.641	40	421	721	577	880	7	2.55e-75	74462	gi|157411044|gb|EF990215.1|
6;size=4;	721	306	84.641	39	421	721	561	863	8	2.55e-75	169782	gi|58045333|gb|AY851523.1|
6;size=4;	721	311	84.244	41	415	721	599	905	8	9.18e-75	2028466	gi|1236772293|gb|MF766409.1|
6;size=4;	721	308	84.416	41	421	721	587	894	7	9.18e-75	76830	gi|157411021|gb|EF990192.1|
7;size=4;	734	735	97.143	18	1	734	323	1055	3	0.0	407288	gi|449084616|gb|KC513087.1|
7;size=4;	734	749	88.117	66	1	734	3454	4194	23	0.0	163893	gi|402170148|gb|JQ259051.1|
7;size=4;	734	760	86.842	64	1	734	255	1004	36	0.0	1291312	gi|449084648|gb|KC513119.1|
7;size=4;	734	755	85.563	86	1	734	248	1000	23	0.0	670474	gi|449084653|gb|KC513124.1|
7;size=4;	734	752	84.574	78	1	734	313	1044	38	0.0	1291314	gi|449084652|gb|KC513123.1|
7;size=4;	734	754	84.218	84	1	734	255	993	35	0.0	1291313	gi|449084651|gb|KC513122.1|
7;size=4;	734	754	84.085	85	1	734	253	991	35	0.0	1291313	gi|449084650|gb|KC513121.1|
7;size=4;	734	711	84.107	74	31	726	1	687	39	0.0	1597746	gi|983653935|gb|KT440744.1|
7;size=4;	734	712	83.989	74	31	726	1	688	40	2.24e-180	1597452	gi|983653934|gb|KT440743.1|
7;size=4;	734	766	81.462	103	1	734	333	1091	39	1.07e-163	45055	gi|449084641|gb|KC513112.1|
8;size=37;	735	735	94.422	41	1	735	1065	1799	0	0.0	175245	gi|2159202677|emb|OU941105.1|
8;size=37;	735	749	85.581	80	1	735	1132	1866	28	0.0	175245	gi|2159202426|emb|OU940854.1|
8;size=37;	735	749	85.447	80	1	735	1159	1892	29	0.0	175245	gi|2159200968|emb|OU939584.1|
8;size=37;	735	748	85.294	85	1	735	1166	1901	25	0.0	175245	gi|2159202201|emb|OU940408.1|
8;size=37;	735	749	85.180	83	1	735	1168	1902	28	0.0	175245	gi|2159204306|emb|OU942708.1|
8;size=37;	735	748	85.160	85	1	735	1148	1882	26	0.0	175245	gi|2159203975|emb|OU942377.1|
8;size=37;	735	749	85.180	83	1	735	1175	1909	28	0.0	175245	gi|2159201392|emb|OU940222.1|
8;size=37;	735	744	84.946	95	1	735	1108	1843	17	0.0	175245	gi|2159204653|emb|OU943055.1|
8;size=37;	735	743	84.926	97	1	735	1107	1842	15	0.0	175245	gi|2159204146|emb|OU942548.1|
8;size=37;	735	743	84.926	96	1	735	1108	1842	16	0.0	175245	gi|2006880718|emb|HG995674.1|
9;size=30;	997	1003	88.734	93	1	997	348	1336	20	0.0	411703	gi|118429490|gb|DQ915474.1|
9;size=30;	997	852	90.845	65	1	850	348	1188	13	0.0	3376201	gi|118429488|gb|DQ915472.1|
9;size=30;	997	980	85.612	107	1	964	1003	1964	34	0.0	942914	gi|317373825|gb|HQ168400.1|
9;size=30;	997	970	84.742	117	1	956	113	1065	31	0.0	137745	gi|1473255252|gb|MH868196.1|
9;size=30;	997	596	94.799	23	1	595	335	923	8	0.0	76126	gi|1473254158|gb|MH867102.1|
9;size=30;	997	596	94.799	23	1	595	296	884	8	0.0	76126	gi|2125182448|gb|OK642241.1|
9;size=30;	997	596	94.799	23	1	595	296	884	8	0.0	76126	gi|530340412|gb|KC867453.1|
9;size=30;	997	596	94.799	23	1	595	296	884	8	0.0	76126	gi|530340411|gb|KC867452.1|
9;size=30;	997	596	94.631	24	1	595	296	884	8	0.0	1384134	gi|1586351940|gb|MK192446.1|
9;size=30;	997	596	94.631	24	1	595	296	884	8	0.0	1168759	gi|1560770097|gb|MG847221.1|
10;size=3;	665	521	98.081	5	146	665	1063	1579	5	0.0	175245	gi|2159200390|emb|OU938834.1|
10;size=3;	665	521	97.889	6	146	665	169	685	5	0.0	241622	gi|219960725|gb|FJ568265.1|
10;size=3;	665	521	97.889	6	146	665	169	685	5	0.0	241622	gi|219960541|gb|FJ568081.1|
10;size=3;	665	521	97.505	8	146	665	1070	1586	5	0.0	175245	gi|2159200400|emb|OU938844.1|
10;size=3;	665	497	97.183	9	170	665	1	493	5	0.0	175247	gi|219958333|gb|FJ565873.1|
10;size=3;	665	512	91.992	31	146	654	1660	2164	10	0.0	175245	gi|1189490011|gb|KY687777.1|
10;size=3;	665	514	91.634	31	146	654	1404	1910	12	0.0	175245	gi|1189489992|gb|KY687758.1|
10;size=3;	665	513	91.618	33	146	654	1656	2162	10	0.0	175245	gi|1189489991|gb|KY687757.1|
10;size=3;	665	525	91.238	28	146	665	1052	1563	18	0.0	175245	gi|2159200310|emb|OU938754.1|
10;size=3;	665	511	91.585	31	146	654	1402	1902	12	0.0	175245	gi|1189489974|gb|KY687740.1|
11;size=6;	721	330	90.000	31	380	708	2085	2413	2	1.12e-113	175245	gi|1189489893|gb|KY687659.1|
11;size=6;	721	330	90.000	31	380	708	2085	2413	2	1.12e-113	175245	gi|1189489892|gb|KY687658.1|
11;size=6;	721	330	90.000	31	380	708	2085	2413	2	1.12e-113	175245	gi|1189489891|gb|KY687657.1|
11;size=6;	721	331	90.030	27	381	708	1732	2059	6	4.04e-113	175245	gi|1189489932|gb|KY687698.1|
11;size=6;	721	331	90.030	27	381	708	1732	2059	6	4.04e-113	175245	gi|1189489930|gb|KY687696.1|
11;size=6;	721	330	90.000	27	381	707	713	1039	6	1.45e-112	175245	gi|1189489931|gb|KY687697.1|
11;size=6;	721	330	90.000	27	381	707	1729	2055	6	1.45e-112	175245	gi|1189489929|gb|KY687695.1|
11;size=6;	721	351	87.464	33	372	720	3092	3433	11	3.16e-104	3036234	gi|2468790821|gb|OQ702859.1|
11;size=6;	721	351	87.464	33	372	720	3064	3405	11	3.16e-104	3036234	gi|2468790819|gb|OQ702858.1|
11;size=6;	721	348	86.207	36	381	720	1494	1837	12	6.90e-96	175245	gi|2159203939|emb|OU942341.1|
13;size=17;	583	340	85.294	41	251	583	756	1093	9	9.29e-89	1401296	gi|1233046803|gb|KX252355.1|
13;size=17;	583	340	85.294	41	251	583	756	1093	9	9.29e-89	1401296	gi|1233046802|gb|KX252348.1|
13;size=17;	583	340	85.294	41	251	583	756	1093	9	9.29e-89	1401296	gi|1233046801|gb|KX252341.1|
13;size=17;	583	340	85.294	41	251	583	756	1093	9	9.29e-89	1401296	gi|1233046800|gb|KX252334.1|
13;size=17;	583	338	85.207	41	251	583	791	1124	9	1.20e-87	126844	gi|1820797592|gb|MT192337.1|
13;size=17;	583	338	85.207	41	251	583	791	1124	9	1.20e-87	126844	gi|1820797591|gb|MT192336.1|
13;size=17;	583	338	85.207	41	251	583	791	1124	9	1.20e-87	126844	gi|1820797590|gb|MT192335.1|
13;size=17;	583	338	85.207	41	251	583	791	1124	9	1.20e-87	126844	gi|1820797589|gb|MT192334.1|
13;size=17;	583	338	85.207	41	251	583	791	1124	9	1.20e-87	126844	gi|1820797588|gb|MT192333.1|
13;size=17;	583	338	85.207	41	251	583	791	1124	9	1.20e-87	126844	gi|1820797587|gb|MT192332.1|
14;size=4;	945	947	93.031	58	1	945	466	1406	8	0.0	70325	gi|1282187792|gb|KY921997.1|
14;size=4;	945	952	88.655	93	1	945	385	1328	15	0.0	2918499	gi|2194696702|gb|OM699013.1|
14;size=4;	945	962	87.422	96	1	945	461	1414	25	0.0	1670722	gi|2240866594|gb|ON555709.1|
14;size=4;	945	955	87.644	84	2	937	1	940	34	0.0	1452668	gi|576867770|gb|KF782480.1|
14;size=4;	945	950	82.737	119	2	937	1	919	45	0.0	1452689	gi|576867861|gb|KF782571.1|
14;size=4;	945	946	82.558	125	2	937	1	916	40	0.0	1454458	gi|576867858|gb|KF782568.1|
14;size=4;	945	948	82.384	129	2	937	1	922	38	0.0	1452687	gi|576867839|gb|KF782549.1|
14;size=4;	945	960	82.083	122	2	937	1	934	50	0.0	1454476	gi|576867853|gb|KF782563.1|
14;size=4;	945	949	81.770	126	2	937	1	915	47	0.0	1454436	gi|576867867|gb|KF782577.1|
14;size=4;	945	966	80.228	140	1	945	374	1309	51	0.0	109368	gi|2240866590|gb|ON555705.1|
15;size=6;	563	153	82.353	23	412	563	902	1051	4	7.59e-25	2985300	gi|2316424314|gb|OP626909.1|
15;size=6;	563	146	81.507	24	419	563	952	1095	3	5.91e-21	391284	gi|109631070|gb|DQ665990.1|
16;size=7;	426	141	82.979	20	288	426	898823	898685	4	2.61e-23	3238481	gi|2849250805|dbj|AP038758.1|
17;size=7;	756	256	83.594	39	1	255	332	585	3	5.93e-57	175245	gi|375156179|gb|JQ311528.1|
17;size=7;	756	326	79.448	52	438	756	1573	1890	15	7.73e-51	175245	gi|2159202869|emb|OU941297.1|
17;size=7;	756	328	78.659	54	438	756	1536	1856	16	6.02e-47	175245	gi|2159203408|emb|OU941836.1|
17;size=7;	756	318	78.616	60	440	756	1385	1695	8	6.02e-47	2777566	gi|2006880850|emb|HG995806.1|
17;size=7;	756	157	89.809	15	600	756	2354	2509	1	7.78e-46	175245	gi|2159201064|emb|OU940081.1|
17;size=7;	756	162	88.272	18	595	756	1828	1988	1	1.30e-43	175245	gi|2159204390|emb|OU942792.1|
17;size=7;	756	162	88.272	18	595	756	1898	2058	1	1.30e-43	175245	gi|2159203276|emb|OU941704.1|
17;size=7;	756	146	90.411	13	611	756	1481	1625	1	4.68e-43	175245	gi|2028350306|emb|LR993783.1|
17;size=7;	756	146	90.411	13	611	756	1479	1623	1	4.68e-43	2777566	gi|2006881299|emb|HG996255.1|
17;size=7;	756	160	88.125	17	598	756	1694	1852	2	1.68e-42	175245	gi|2159204447|emb|OU942849.1|
18;size=4;	725	726	84.435	69	1	725	1122	1804	44	0.0	175245	gi|2159200819|emb|OU939435.1|
18;size=4;	725	355	91.831	21	372	725	1655	2002	8	1.42e-132	175245	gi|2159202638|emb|OU941066.1|
18;size=4;	725	355	90.986	24	372	725	1430	1777	8	1.43e-127	175245	gi|2159204079|emb|OU942481.1|
18;size=4;	725	355	90.986	22	372	725	1618	1963	10	5.14e-127	175245	gi|2159204223|emb|OU942625.1|
18;size=4;	725	361	90.582	25	367	725	1829	2182	9	5.14e-127	175245	gi|2159201327|emb|OU940157.1|
18;size=4;	725	355	90.704	25	372	725	1675	2022	8	6.65e-126	175245	gi|2159204742|emb|OU943144.1|
18;size=4;	725	355	90.704	25	372	725	1685	2032	8	6.65e-126	175245	gi|2159203634|emb|OU942040.1|
18;size=4;	725	356	90.449	23	372	725	1730	2076	11	1.11e-123	175245	gi|2159204707|emb|OU943109.1|
18;size=4;	725	365	89.863	26	363	725	1623	1978	11	1.11e-123	175245	gi|2159204688|emb|OU943090.1|
18;size=4;	725	362	90.055	25	366	725	1585	1937	11	1.11e-123	175245	gi|2159200584|emb|OU939200.1|
19;size=16;	635	334	90.719	25	294	627	605	932	6	3.50e-118	264483	gi|1102645199|gb|KY108769.1|
19;size=16;	635	334	90.719	25	294	627	603	930	6	3.50e-118	264483	gi|1102645196|gb|KY108766.1|
19;size=16;	635	334	90.719	25	294	627	1259	1586	6	3.50e-118	1262649	gi|425821979|emb|HF558647.1|
19;size=16;	635	335	90.448	28	293	627	191	521	4	1.26e-117	1492817	gi|567569841|gb|KF651081.1|
19;size=16;	635	334	90.419	26	294	627	590	917	6	1.63e-116	84742	gi|1473260635|gb|MH873579.1|
19;size=16;	635	334	90.419	26	294	627	600	927	6	1.63e-116	84742	gi|1473255190|gb|MH868134.1|
19;size=16;	635	334	90.419	26	294	627	552	879	6	1.63e-116	377608	gi|1268830695|gb|MG241175.1|
19;size=16;	635	334	90.419	26	294	627	552	879	6	1.63e-116	377608	gi|1268830694|gb|MG241174.1|
19;size=16;	635	334	90.419	26	294	627	552	879	6	1.63e-116	377608	gi|1268830693|gb|MG241173.1|
19;size=16;	635	334	90.419	26	294	627	544	871	6	1.63e-116	377608	gi|1268830692|gb|MG241172.1|
20;size=23;	611	360	96.944	11	252	611	589	230	0	1.13e-167	171259	gi|194146390|gb|EU616357.1|
20;size=23;	611	262	91.221	18	1	262	231	487	5	1.62e-91	171259	gi|194146390|gb|EU616357.1|
20;size=23;	611	354	95.198	17	258	611	584	231	0	2.47e-154	171259	gi|194145868|gb|EU615835.1|
20;size=23;	611	263	90.114	19	1	262	232	488	7	1.63e-86	171259	gi|194145868|gb|EU615835.1|
20;size=23;	611	354	94.633	19	258	611	583	230	0	5.35e-151	171259	gi|194145867|gb|EU615834.1|
20;size=23;	611	263	89.354	21	1	262	231	487	7	3.53e-83	171259	gi|194145867|gb|EU615834.1|
20;size=23;	611	355	90.704	31	258	611	584	231	2	1.19e-127	171259	gi|194146401|gb|EU616368.1|
20;size=23;	611	262	87.023	29	1	262	232	488	5	3.58e-73	171259	gi|194146401|gb|EU616368.1|
20;size=23;	611	355	90.704	31	258	611	583	230	2	1.19e-127	171259	gi|194146391|gb|EU616358.1|
20;size=23;	611	264	87.500	24	1	262	231	487	9	7.70e-75	171259	gi|194146391|gb|EU616358.1|
20;size=23;	611	355	90.423	32	258	611	1375	1022	2	5.55e-126	35144	gi|984294409|gb|KT389870.1|
20;size=23;	611	264	87.121	25	1	262	1023	1279	9	3.58e-73	35144	gi|984294409|gb|KT389870.1|
20;size=23;	611	354	90.113	35	258	611	584	231	0	2.58e-124	171259	gi|194146397|gb|EU616364.1|
20;size=23;	611	355	89.859	34	258	611	1376	1023	2	1.20e-122	35144	gi|984294420|gb|KT389881.1|
20;size=23;	611	264	86.742	26	1	262	1024	1280	9	1.67e-71	35144	gi|984294420|gb|KT389881.1|
20;size=23;	611	354	89.831	36	258	611	584	231	0	1.20e-122	171259	gi|194146400|gb|EU616367.1|
20;size=23;	611	262	85.115	34	1	262	232	488	5	7.81e-65	171259	gi|194146400|gb|EU616367.1|
20;size=23;	611	354	89.831	36	258	611	584	231	0	1.20e-122	171259	gi|194146396|gb|EU616363.1|
21;size=6;	1135	738	87.127	49	1	734	1228	1923	46	0.0	175245	gi|2159202203|emb|OU940410.1|
21;size=6;	1135	739	86.333	52	1	734	1225	1919	49	0.0	175245	gi|2159202982|emb|OU941410.1|
21;size=6;	1135	741	84.076	67	1	734	1239	1935	51	0.0	175245	gi|2159203157|emb|OU941585.1|
21;size=6;	1135	739	83.897	67	1	734	1163	1854	52	0.0	175245	gi|2159202506|emb|OU940934.1|
21;size=6;	1135	739	83.491	70	1	734	1148	1839	52	1.64e-178	175245	gi|2159201892|emb|OU939905.1|
21;size=6;	1135	742	83.423	68	1	734	1164	1858	55	2.13e-177	175245	gi|2159203466|emb|OU941884.1|
21;size=6;	1135	745	80.537	88	1	734	1138	1836	57	8.04e-142	175245	gi|2159204101|emb|OU942503.1|
21;size=6;	1135	309	92.233	15	429	734	1525	1827	9	1.39e-114	175245	gi|2159204338|emb|OU942740.1|
21;size=6;	1135	313	91.693	19	427	734	1625	1935	7	5.01e-114	175245	gi|2159204553|emb|OU942955.1|
21;size=6;	1135	311	91.640	20	427	734	1648	1955	6	1.80e-113	175245	gi|2159204569|emb|OU942971.1|
